c1,c2,c1_wins,c2_wins,total_games
Dark_Samus,Joker,0,0,0
Dark_Samus,Ken,0,0,0
Dark_Samus,King_Dedede,0,0,0
Dark_Samus,King_K_Rool,0,0,0
Dark_Samus,Kirby,0,0,0
Dark_Samus,Link,2,3,5
Dark_Samus,Little_Mac,0,0,0
Dark_Samus,Lucario,0,0,0
Dark_Samus,Lucas,0,0,0
Dark_Samus,Lucina,0,0,0
Dark_Samus,Luigi,0,0,0
Dark_Samus,Mario,0,0,0
Dark_Samus,Marth,0,0,0
Dark_Samus,Mega_Man,0,0,0
Dark_Samus,Meta_Knight,0,0,0
Dark_Samus,Mewtwo,0,0,0
Dark_Samus,Mii_Brawler,0,0,0
Dark_Samus,Mii_Gunner,0,0,0
Dark_Samus,Mii_Swordfighter,0,0,0
Dark_Samus,Mr_Game_&_Watch,0,0,0
Dark_Samus,Ness,0,0,0
Dark_Samus,Olimar,0,0,0
Dark_Samus,Pac-Man,0,0,0
Dark_Samus,Palutena,0,0,0
Dark_Samus,Peach,0,1,1
Dark_Samus,Pichu,3,0,3
Dark_Samus,Pikachu,0,0,0
Dark_Samus,Piranha_Plant,0,0,0
Dark_Samus,Pit,0,0,0
Dark_Samus,Pokemon_Trainer,0,0,0
Dark_Samus,ROB,3,4,7
Dark_Samus,Richter,0,0,0
Dark_Samus,Ridley,0,0,0
Dark_Samus,Robin,0,0,0
Dark_Samus,Rosalina,0,0,0
Dark_Samus,Roy,1,3,4
Dark_Samus,Ryu,0,0,0
Dark_Samus,Samus,0,0,0
Dark_Samus,Sheik,0,0,0
Dark_Samus,Shulk,0,0,0
Dark_Samus,Simon,0,0,0
Dark_Samus,Snake,0,0,0
Dark_Samus,Sonic,0,0,0
Dark_Samus,Terry,0,0,0
Dark_Samus,Toon_Link,0,0,0
Dark_Samus,Villager,0,0,0
Dark_Samus,Wario,0,0,0
Dark_Samus,Wii_Fit_Trainer,0,0,0
Dark_Samus,Wolf,0,3,3
Dark_Samus,Yoshi,0,0,0
Dark_Samus,Young_Link,0,0,0
Dark_Samus,Zelda,0,0,0
Dark_Samus,Zero_Suit_Samus,0,0,0
Diddy_Kong,Donkey_Kong,0,0,0
Diddy_Kong,Dr_Mario,0,0,0
Diddy_Kong,Duck_Hunt,0,0,0
Diddy_Kong,Falco,0,0,0
Diddy_Kong,Fox,0,0,0
Diddy_Kong,Ganondorf,0,0,0
Diddy_Kong,Greninja,3,1,4
Diddy_Kong,Hero,0,0,0
Diddy_Kong,Ice_Climbers,0,0,0
Diddy_Kong,Ike,0,0,0
Diddy_Kong,Incineroar,0,0,0
Diddy_Kong,Inkling,0,0,0
Diddy_Kong,Isabelle,0,0,0
Diddy_Kong,Jigglypuff,0,0,0
Diddy_Kong,Joker,0,0,0
Diddy_Kong,Ken,0,0,0
Diddy_Kong,King_Dedede,0,0,0
Diddy_Kong,King_K_Rool,0,0,0
Diddy_Kong,Kirby,0,0,0
Diddy_Kong,Link,0,0,0
Diddy_Kong,Little_Mac,0,0,0
Diddy_Kong,Lucario,0,0,0
Diddy_Kong,Lucas,0,0,0
Diddy_Kong,Lucina,0,0,0
Diddy_Kong,Luigi,0,0,0
Diddy_Kong,Mario,0,0,0
Diddy_Kong,Marth,0,0,0
Diddy_Kong,Mega_Man,0,0,0
Diddy_Kong,Meta_Knight,0,0,0
Diddy_Kong,Mewtwo,0,0,0
Diddy_Kong,Mii_Brawler,0,0,0
Diddy_Kong,Mii_Gunner,0,0,0
Diddy_Kong,Mii_Swordfighter,0,0,0
Diddy_Kong,Mr_Game_&_Watch,0,3,3
Diddy_Kong,Ness,2,1,3
Diddy_Kong,Olimar,0,3,3
Diddy_Kong,Pac-Man,0,0,0
Diddy_Kong,Palutena,0,3,3
Diddy_Kong,Peach,0,2,2
Diddy_Kong,Pichu,0,0,0
Diddy_Kong,Pikachu,3,2,5
Diddy_Kong,Piranha_Plant,0,0,0
Diddy_Kong,Pit,0,0,0
Diddy_Kong,Pokemon_Trainer,1,5,6
Diddy_Kong,ROB,0,0,0
Diddy_Kong,Richter,0,0,0
Diddy_Kong,Ridley,0,0,0
Diddy_Kong,Robin,0,0,0
Diddy_Kong,Rosalina,0,0,0
Diddy_Kong,Roy,0,0,0
Diddy_Kong,Ryu,0,0,0
Diddy_Kong,Samus,2,2,4
Diddy_Kong,Sheik,0,0,0
Diddy_Kong,Shulk,0,0,0
Diddy_Kong,Simon,0,0,0
Diddy_Kong,Snake,0,0,0
Diddy_Kong,Sonic,0,0,0
Diddy_Kong,Terry,0,0,0
Diddy_Kong,Toon_Link,0,0,0
Diddy_Kong,Villager,0,0,0
Diddy_Kong,Wario,1,3,4
Diddy_Kong,Wii_Fit_Trainer,0,0,0
Diddy_Kong,Wolf,0,0,0
Diddy_Kong,Yoshi,0,0,0
Diddy_Kong,Young_Link,0,0,0
Diddy_Kong,Zelda,0,0,0
Diddy_Kong,Zero_Suit_Samus,0,0,0
Donkey_Kong,Dr_Mario,0,0,0
Donkey_Kong,Duck_Hunt,0,0,0
Donkey_Kong,Falco,0,0,0
Donkey_Kong,Fox,2,2,4
Donkey_Kong,Ganondorf,0,0,0
Donkey_Kong,Greninja,2,3,5
Donkey_Kong,Hero,0,0,0
Donkey_Kong,Ice_Climbers,0,0,0
Donkey_Kong,Ike,0,1,1
Donkey_Kong,Incineroar,0,0,0
Donkey_Kong,Inkling,0,0,0
Donkey_Kong,Isabelle,0,0,0
Donkey_Kong,Jigglypuff,0,0,0
Donkey_Kong,Joker,0,0,0
Donkey_Kong,Ken,0,0,0
Donkey_Kong,King_Dedede,0,1,1
Donkey_Kong,King_K_Rool,0,0,0
Donkey_Kong,Kirby,0,0,0
Donkey_Kong,Link,0,0,0
Donkey_Kong,Little_Mac,0,0,0
Donkey_Kong,Lucario,0,0,0
Donkey_Kong,Lucas,0,0,0
Donkey_Kong,Lucina,0,0,0
Donkey_Kong,Luigi,0,0,0
Donkey_Kong,Mario,0,0,0
Donkey_Kong,Marth,0,2,2
Donkey_Kong,Mega_Man,0,0,0
Donkey_Kong,Meta_Knight,0,0,0
Donkey_Kong,Mewtwo,0,0,0
Donkey_Kong,Mii_Brawler,0,0,0
Donkey_Kong,Mii_Gunner,0,0,0
Donkey_Kong,Mii_Swordfighter,0,0,0
Donkey_Kong,Mr_Game_&_Watch,0,3,3
Donkey_Kong,Ness,2,0,2
Donkey_Kong,Olimar,3,8,11
Donkey_Kong,Pac-Man,0,0,0
Donkey_Kong,Palutena,2,4,6
Donkey_Kong,Peach,0,1,1
Donkey_Kong,Pichu,1,3,4
Donkey_Kong,Pikachu,1,2,3
Donkey_Kong,Piranha_Plant,0,0,0
Donkey_Kong,Pit,0,0,0
Donkey_Kong,Pokemon_Trainer,0,0,0
Donkey_Kong,ROB,0,1,1
Donkey_Kong,Richter,0,0,0
Donkey_Kong,Ridley,0,0,0
Donkey_Kong,Robin,0,0,0
Donkey_Kong,Rosalina,0,0,0
Donkey_Kong,Roy,0,0,0
Donkey_Kong,Ryu,0,0,0
Donkey_Kong,Samus,0,0,0
Donkey_Kong,Sheik,0,0,0
Donkey_Kong,Shulk,0,0,0
Donkey_Kong,Simon,0,0,0
Donkey_Kong,Snake,0,0,0
Donkey_Kong,Sonic,1,2,3
Donkey_Kong,Terry,0,0,0
Donkey_Kong,Toon_Link,0,0,0
Donkey_Kong,Villager,0,0,0
Donkey_Kong,Wario,0,2,2
Donkey_Kong,Wii_Fit_Trainer,0,0,0
Donkey_Kong,Wolf,3,0,3
Donkey_Kong,Yoshi,0,0,0
Donkey_Kong,Young_Link,0,0,0
Donkey_Kong,Zelda,0,0,0
Donkey_Kong,Zero_Suit_Samus,0,2,2
Dr_Mario,Duck_Hunt,0,0,0
Dr_Mario,Falco,0,0,0
Dr_Mario,Fox,0,1,1
Dr_Mario,Ganondorf,0,0,0
Dr_Mario,Greninja,0,0,0
Dr_Mario,Hero,0,0,0
Dr_Mario,Ice_Climbers,0,0,0
Dr_Mario,Ike,0,0,0
Dr_Mario,Incineroar,0,0,0
Dr_Mario,Inkling,0,0,0
Dr_Mario,Isabelle,0,0,0
Dr_Mario,Jigglypuff,0,0,0
Dr_Mario,Joker,0,0,0
Dr_Mario,Ken,0,0,0
Dr_Mario,King_Dedede,0,2,2
Dr_Mario,King_K_Rool,0,0,0
Dr_Mario,Kirby,0,0,0
Dr_Mario,Link,0,0,0
Dr_Mario,Little_Mac,0,0,0
Dr_Mario,Lucario,0,0,0
Dr_Mario,Lucas,0,0,0
Dr_Mario,Lucina,0,0,0
Dr_Mario,Luigi,0,1,1
Dr_Mario,Mario,0,0,0
Dr_Mario,Marth,0,0,0
Dr_Mario,Mega_Man,0,0,0
Dr_Mario,Meta_Knight,0,0,0
Dr_Mario,Mewtwo,0,0,0
Dr_Mario,Mii_Brawler,0,0,0
Dr_Mario,Mii_Gunner,0,0,0
Dr_Mario,Mii_Swordfighter,0,0,0
Dr_Mario,Mr_Game_&_Watch,0,0,0
Dr_Mario,Ness,0,0,0
Dr_Mario,Olimar,0,1,1
Dr_Mario,Pac-Man,0,0,0
Dr_Mario,Palutena,0,1,1
Dr_Mario,Peach,0,2,2
Dr_Mario,Pichu,0,0,0
Dr_Mario,Pikachu,0,0,0
Dr_Mario,Piranha_Plant,1,1,2
Dr_Mario,Pit,0,0,0
Dr_Mario,Pokemon_Trainer,0,1,1
Dr_Mario,ROB,0,0,0
Dr_Mario,Richter,0,0,0
Dr_Mario,Ridley,0,0,0
Dr_Mario,Robin,0,0,0
Dr_Mario,Rosalina,1,0,1
Dr_Mario,Roy,0,0,0
Dr_Mario,Ryu,0,0,0
Dr_Mario,Samus,0,1,1
Dr_Mario,Sheik,0,0,0
Dr_Mario,Shulk,0,0,0
Dr_Mario,Simon,0,0,0
Dr_Mario,Snake,0,0,0
Dr_Mario,Sonic,0,0,0
Dr_Mario,Terry,0,0,0
Dr_Mario,Toon_Link,0,0,0
Dr_Mario,Villager,0,0,0
Dr_Mario,Wario,0,0,0
Dr_Mario,Wii_Fit_Trainer,0,0,0
Dr_Mario,Wolf,0,0,0
Dr_Mario,Yoshi,0,0,0
Dr_Mario,Young_Link,1,1,2
Dr_Mario,Zelda,0,0,0
Dr_Mario,Zero_Suit_Samus,0,0,0
Duck_Hunt,Falco,0,0,0
Duck_Hunt,Fox,0,0,0
Duck_Hunt,Ganondorf,0,0,0
Duck_Hunt,Greninja,0,2,2
Duck_Hunt,Hero,0,2,2
Duck_Hunt,Ice_Climbers,3,0,3
Duck_Hunt,Ike,2,0,2
Duck_Hunt,Incineroar,0,0,0
Duck_Hunt,Inkling,5,6,11
Duck_Hunt,Isabelle,0,0,0
Duck_Hunt,Jigglypuff,0,0,0
Duck_Hunt,Joker,0,2,2
Duck_Hunt,Ken,0,0,0
Duck_Hunt,King_Dedede,0,0,0
Duck_Hunt,King_K_Rool,0,0,0
Duck_Hunt,Kirby,0,0,0
Duck_Hunt,Link,0,0,0
Duck_Hunt,Little_Mac,0,0,0
Duck_Hunt,Lucario,0,0,0
Duck_Hunt,Lucas,0,0,0
Duck_Hunt,Lucina,2,5,7
Duck_Hunt,Luigi,0,0,0
Duck_Hunt,Mario,3,1,4
Duck_Hunt,Marth,0,0,0
Duck_Hunt,Mega_Man,0,3,3
Duck_Hunt,Meta_Knight,0,0,0
Duck_Hunt,Mewtwo,0,0,0
Duck_Hunt,Mii_Brawler,0,0,0
Duck_Hunt,Mii_Gunner,0,0,0
Duck_Hunt,Mii_Swordfighter,0,0,0
Duck_Hunt,Mr_Game_&_Watch,3,3,6
Duck_Hunt,Ness,3,3,6
Duck_Hunt,Olimar,4,4,8
Duck_Hunt,Pac-Man,0,0,0
Duck_Hunt,Palutena,2,3,5
Duck_Hunt,Peach,0,0,0
Duck_Hunt,Pichu,0,0,0
Duck_Hunt,Pikachu,0,0,0
Duck_Hunt,Piranha_Plant,2,0,2
Duck_Hunt,Pit,3,1,4
Duck_Hunt,Pokemon_Trainer,5,1,6
Duck_Hunt,ROB,0,0,0
Duck_Hunt,Richter,0,0,0
Duck_Hunt,Ridley,0,0,0
Duck_Hunt,Robin,0,0,0
Duck_Hunt,Rosalina,3,2,5
Duck_Hunt,Roy,0,0,0
Duck_Hunt,Ryu,0,0,0
Duck_Hunt,Samus,0,0,0
Duck_Hunt,Sheik,0,0,0
Duck_Hunt,Shulk,3,0,3
Duck_Hunt,Simon,0,0,0
Duck_Hunt,Snake,1,2,3
Duck_Hunt,Sonic,1,2,3
Duck_Hunt,Terry,0,0,0
Duck_Hunt,Toon_Link,4,1,5
Duck_Hunt,Villager,0,0,0
Duck_Hunt,Wario,3,8,11
Duck_Hunt,Wii_Fit_Trainer,0,2,2
Duck_Hunt,Wolf,0,0,0
Duck_Hunt,Yoshi,0,0,0
Duck_Hunt,Young_Link,0,0,0
Duck_Hunt,Zelda,0,0,0
Duck_Hunt,Zero_Suit_Samus,2,4,6
Falco,Fox,3,3,6
Falco,Ganondorf,0,0,0
Falco,Greninja,0,0,0
Falco,Hero,0,0,0
Falco,Ice_Climbers,0,0,0
Falco,Ike,0,0,0
Falco,Incineroar,1,0,1
Falco,Inkling,0,0,0
Falco,Isabelle,0,0,0
Falco,Jigglypuff,0,0,0
Falco,Joker,0,2,2
Falco,Ken,0,0,0
Falco,King_Dedede,0,0,0
Falco,King_K_Rool,0,0,0
Falco,Kirby,0,0,0
Falco,Link,0,0,0
Falco,Little_Mac,0,2,2
Falco,Lucario,0,0,0
Falco,Lucas,0,0,0
Falco,Lucina,0,0,0
Falco,Luigi,0,0,0
Falco,Mario,0,0,0
Falco,Marth,0,0,0
Falco,Mega_Man,2,5,7
Falco,Meta_Knight,0,0,0
Falco,Mewtwo,0,0,0
Falco,Mii_Brawler,0,0,0
Falco,Mii_Gunner,0,0,0
Falco,Mii_Swordfighter,0,0,0
Falco,Mr_Game_&_Watch,0,0,0
Falco,Ness,3,3,6
Falco,Olimar,0,2,2
Falco,Pac-Man,0,0,0
Falco,Palutena,0,1,1
Falco,Peach,1,2,3
Falco,Pichu,0,1,1
Falco,Pikachu,0,0,0
Falco,Piranha_Plant,1,2,3
Falco,Pit,0,0,0
Falco,Pokemon_Trainer,0,0,0
Falco,ROB,0,2,2
Falco,Richter,0,0,0
Falco,Ridley,0,0,0
Falco,Robin,0,0,0
Falco,Rosalina,0,0,0
Falco,Roy,0,0,0
Falco,Ryu,0,0,0
Falco,Samus,0,0,0
Falco,Sheik,0,0,0
Falco,Shulk,1,1,2
Falco,Simon,0,0,0
Falco,Snake,0,0,0
Falco,Sonic,0,0,0
Falco,Terry,0,0,0
Falco,Toon_Link,0,0,0
Falco,Villager,0,0,0
Falco,Wario,0,3,3
Falco,Wii_Fit_Trainer,3,2,5
Falco,Wolf,2,5,7
Falco,Yoshi,1,1,2
Falco,Young_Link,0,0,0
Falco,Zelda,0,0,0
Falco,Zero_Suit_Samus,0,0,0
Fox,Ganondorf,2,0,2
Fox,Greninja,4,5,9
Fox,Hero,0,0,0
Fox,Ice_Climbers,2,0,2
Fox,Ike,2,2,4
Fox,Incineroar,3,1,4
Fox,Inkling,12,8,20
Fox,Isabelle,0,0,0
Fox,Jigglypuff,0,0,0
Fox,Joker,6,6,12
Fox,Ken,2,0,2
Fox,King_Dedede,2,1,3
Fox,King_K_Rool,0,0,0
Fox,Kirby,0,0,0
Fox,Link,6,2,8
Fox,Little_Mac,0,0,0
Fox,Lucario,1,2,3
Fox,Lucas,3,0,3
Fox,Lucina,13,17,30
Fox,Luigi,0,2,2
Fox,Mario,13,20,33
Fox,Marth,0,3,3
Fox,Mega_Man,2,2,4
Fox,Meta_Knight,0,0,0
Fox,Mewtwo,3,1,4
Fox,Mii_Brawler,0,0,0
Fox,Mii_Gunner,0,0,0
Fox,Mii_Swordfighter,0,0,0
Fox,Mr_Game_&_Watch,1,4,5
Fox,Ness,2,0,2
Fox,Olimar,14,28,42
Fox,Pac-Man,11,7,18
Fox,Palutena,15,17,32
Fox,Peach,16,21,37
Fox,Pichu,8,10,18
Fox,Pikachu,12,12,24
Fox,Piranha_Plant,2,1,3
Fox,Pit,2,0,2
Fox,Pokemon_Trainer,8,3,11
Fox,ROB,12,8,20
Fox,Richter,0,0,0
Fox,Ridley,4,2,6
Fox,Robin,0,0,0
Fox,Rosalina,2,4,6
Fox,Roy,6,2,8
Fox,Ryu,0,0,0
Fox,Samus,1,0,1
Fox,Sheik,0,0,0
Fox,Shulk,0,4,4
Fox,Simon,0,0,0
Fox,Snake,10,8,18
Fox,Sonic,3,2,5
Fox,Terry,0,0,0
Fox,Toon_Link,2,1,3
Fox,Villager,0,0,0
Fox,Wario,10,22,32
Fox,Wii_Fit_Trainer,0,0,0
Fox,Wolf,18,17,35
Fox,Yoshi,2,5,7
Fox,Young_Link,0,0,0
Fox,Zelda,0,3,3
Fox,Zero_Suit_Samus,21,20,41
Ganondorf,Greninja,0,0,0
Ganondorf,Hero,0,0,0
Ganondorf,Ice_Climbers,0,0,0
Ganondorf,Ike,0,0,0
Ganondorf,Incineroar,0,0,0
Ganondorf,Inkling,0,2,2
Ganondorf,Isabelle,0,0,0
Ganondorf,Jigglypuff,0,0,0
Ganondorf,Joker,0,0,0
Ganondorf,Ken,0,0,0
Ganondorf,King_Dedede,0,0,0
Ganondorf,King_K_Rool,0,0,0
Ganondorf,Kirby,0,0,0
Ganondorf,Link,0,0,0
Ganondorf,Little_Mac,0,0,0
Ganondorf,Lucario,0,0,0
Ganondorf,Lucas,0,0,0
Ganondorf,Lucina,0,0,0
Ganondorf,Luigi,0,0,0
Ganondorf,Mario,0,0,0
Ganondorf,Marth,0,0,0
Ganondorf,Mega_Man,0,0,0
Ganondorf,Meta_Knight,0,0,0
Ganondorf,Mewtwo,0,0,0
Ganondorf,Mii_Brawler,0,0,0
Ganondorf,Mii_Gunner,0,0,0
Ganondorf,Mii_Swordfighter,0,0,0
Ganondorf,Mr_Game_&_Watch,0,0,0
Ganondorf,Ness,0,0,0
Ganondorf,Olimar,0,0,0
Ganondorf,Pac-Man,0,0,0
Ganondorf,Palutena,0,0,0
Ganondorf,Peach,0,2,2
Ganondorf,Pichu,0,1,1
Ganondorf,Pikachu,0,0,0
Ganondorf,Piranha_Plant,0,0,0
Ganondorf,Pit,0,0,0
Ganondorf,Pokemon_Trainer,0,0,0
Ganondorf,ROB,0,0,0
Ganondorf,Richter,0,0,0
Ganondorf,Ridley,1,0,1
Ganondorf,Robin,0,0,0
Ganondorf,Rosalina,0,0,0
Ganondorf,Roy,0,0,0
Ganondorf,Ryu,0,0,0
Ganondorf,Samus,0,0,0
Ganondorf,Sheik,0,0,0
Ganondorf,Shulk,0,0,0
Ganondorf,Simon,0,0,0
Ganondorf,Snake,0,0,0
Ganondorf,Sonic,0,0,0
Ganondorf,Terry,0,0,0
Ganondorf,Toon_Link,0,0,0
Ganondorf,Villager,0,0,0
Ganondorf,Wario,0,0,0
Ganondorf,Wii_Fit_Trainer,0,0,0
Ganondorf,Wolf,0,0,0
Ganondorf,Yoshi,2,0,2
Ganondorf,Young_Link,0,0,0
Ganondorf,Zelda,0,0,0
Ganondorf,Zero_Suit_Samus,0,0,0
Greninja,Hero,0,0,0
Greninja,Ice_Climbers,0,0,0
Greninja,Ike,4,0,4
Greninja,Incineroar,2,2,4
Greninja,Inkling,2,3,5
Greninja,Isabelle,1,0,1
Greninja,Jigglypuff,2,0,2
Greninja,Joker,7,9,16
Greninja,Ken,2,0,2
Greninja,King_Dedede,2,2,4
Greninja,King_K_Rool,3,0,3
Greninja,Kirby,0,0,0
Greninja,Link,0,2,2
Greninja,Little_Mac,0,0,0
Greninja,Lucario,3,0,3
Greninja,Lucas,0,0,0
Greninja,Lucina,5,4,9
Greninja,Luigi,0,2,2
Greninja,Mario,0,0,0
Greninja,Marth,1,0,1
Greninja,Mega_Man,5,7,12
Greninja,Meta_Knight,3,0,3
Greninja,Mewtwo,0,0,0
Greninja,Mii_Brawler,0,0,0
Greninja,Mii_Gunner,0,0,0
Greninja,Mii_Swordfighter,0,0,0
Greninja,Mr_Game_&_Watch,0,0,0
Greninja,Ness,3,2,5
Greninja,Olimar,2,9,11
Greninja,Pac-Man,1,2,3
Greninja,Palutena,5,4,9
Greninja,Peach,3,3,6
Greninja,Pichu,9,6,15
Greninja,Pikachu,9,9,18
Greninja,Piranha_Plant,0,0,0
Greninja,Pit,0,0,0
Greninja,Pokemon_Trainer,3,5,8
Greninja,ROB,2,3,5
Greninja,Richter,2,0,2
Greninja,Ridley,0,0,0
Greninja,Robin,0,0,0
Greninja,Rosalina,4,5,9
Greninja,Roy,5,2,7
Greninja,Ryu,0,0,0
Greninja,Samus,0,1,1
Greninja,Sheik,0,0,0
Greninja,Shulk,1,3,4
Greninja,Simon,0,0,0
Greninja,Snake,7,20,27
Greninja,Sonic,1,4,5
Greninja,Terry,0,0,0
Greninja,Toon_Link,0,0,0
Greninja,Villager,1,0,1
Greninja,Wario,4,7,11
Greninja,Wii_Fit_Trainer,0,0,0
Greninja,Wolf,5,12,17
Greninja,Yoshi,1,2,3
Greninja,Young_Link,3,3,6
Greninja,Zelda,0,0,0
Greninja,Zero_Suit_Samus,3,8,11
Hero,Ice_Climbers,0,0,0
Hero,Ike,0,0,0
Hero,Incineroar,0,0,0
Hero,Inkling,0,0,0
Hero,Isabelle,0,0,0
Hero,Jigglypuff,0,0,0
Hero,Joker,0,0,0
Hero,Ken,0,0,0
Hero,King_Dedede,0,0,0
Hero,King_K_Rool,0,0,0
Hero,Kirby,0,0,0
Hero,Link,0,0,0
Hero,Little_Mac,0,0,0
Hero,Lucario,0,0,0
Hero,Lucas,0,0,0
Hero,Lucina,0,0,0
Hero,Luigi,0,0,0
Hero,Mario,0,0,0
Hero,Marth,0,0,0
Hero,Mega_Man,3,1,4
Hero,Meta_Knight,0,0,0
Hero,Mewtwo,0,0,0
Hero,Mii_Brawler,0,0,0
Hero,Mii_Gunner,0,0,0
Hero,Mii_Swordfighter,0,0,0
Hero,Mr_Game_&_Watch,0,0,0
Hero,Ness,0,0,0
Hero,Olimar,3,2,5
Hero,Pac-Man,1,3,4
Hero,Palutena,0,3,3
Hero,Peach,0,0,0
Hero,Pichu,0,0,0
Hero,Pikachu,0,0,0
Hero,Piranha_Plant,0,0,0
Hero,Pit,0,0,0
Hero,Pokemon_Trainer,0,0,0
Hero,ROB,0,0,0
Hero,Richter,0,0,0
Hero,Ridley,0,0,0
Hero,Robin,0,0,0
Hero,Rosalina,0,0,0
Hero,Roy,0,0,0
Hero,Ryu,0,0,0
Hero,Samus,0,0,0
Hero,Sheik,0,0,0
Hero,Shulk,0,0,0
Hero,Simon,0,0,0
Hero,Snake,0,0,0
Hero,Sonic,0,0,0
Hero,Terry,0,0,0
Hero,Toon_Link,0,0,0
Hero,Villager,0,0,0
Hero,Wario,0,0,0
Hero,Wii_Fit_Trainer,0,0,0
Hero,Wolf,0,0,0
Hero,Yoshi,0,0,0
Hero,Young_Link,0,0,0
Hero,Zelda,0,0,0
Hero,Zero_Suit_Samus,0,1,1
Ice_Climbers,Ike,0,0,0
Ice_Climbers,Incineroar,0,0,0
Ice_Climbers,Inkling,0,1,1
Ice_Climbers,Isabelle,0,0,0
Ice_Climbers,Jigglypuff,0,0,0
Ice_Climbers,Joker,0,0,0
Ice_Climbers,Ken,0,0,0
Ice_Climbers,King_Dedede,2,1,3
Ice_Climbers,King_K_Rool,0,0,0
Ice_Climbers,Kirby,0,0,0
Ice_Climbers,Link,0,0,0
Ice_Climbers,Little_Mac,0,0,0
Ice_Climbers,Lucario,0,0,0
Ice_Climbers,Lucas,0,0,0
Ice_Climbers,Lucina,0,0,0
Ice_Climbers,Luigi,0,0,0
Ice_Climbers,Mario,0,0,0
Ice_Climbers,Marth,0,0,0
Ice_Climbers,Mega_Man,0,0,0
Ice_Climbers,Meta_Knight,0,0,0
Ice_Climbers,Mewtwo,0,0,0
Ice_Climbers,Mii_Brawler,0,0,0
Ice_Climbers,Mii_Gunner,0,0,0
Ice_Climbers,Mii_Swordfighter,0,0,0
Ice_Climbers,Mr_Game_&_Watch,0,0,0
Ice_Climbers,Ness,0,0,0
Ice_Climbers,Olimar,1,2,3
Ice_Climbers,Pac-Man,0,0,0
Ice_Climbers,Palutena,1,0,1
Ice_Climbers,Peach,0,0,0
Ice_Climbers,Pichu,0,0,0
Ice_Climbers,Pikachu,0,0,0
Ice_Climbers,Piranha_Plant,0,0,0
Ice_Climbers,Pit,0,0,0
Ice_Climbers,Pokemon_Trainer,0,0,0
Ice_Climbers,ROB,0,0,0
Ice_Climbers,Richter,0,0,0
Ice_Climbers,Ridley,0,0,0
Ice_Climbers,Robin,0,0,0
Ice_Climbers,Rosalina,0,0,0
Ice_Climbers,Roy,0,0,0
Ice_Climbers,Ryu,0,0,0
Ice_Climbers,Samus,0,0,0
Ice_Climbers,Sheik,0,0,0
Ice_Climbers,Shulk,0,0,0
Ice_Climbers,Simon,0,0,0
Ice_Climbers,Snake,0,2,2
Ice_Climbers,Sonic,0,0,0
Ice_Climbers,Terry,0,0,0
Ice_Climbers,Toon_Link,0,0,0
Ice_Climbers,Villager,0,0,0
Ice_Climbers,Wario,0,0,0
Ice_Climbers,Wii_Fit_Trainer,0,0,0
Ice_Climbers,Wolf,2,2,4
Ice_Climbers,Yoshi,0,0,0
Ice_Climbers,Young_Link,0,0,0
Ice_Climbers,Zelda,0,0,0
Ice_Climbers,Zero_Suit_Samus,0,0,0
Ike,Incineroar,0,0,0
Ike,Inkling,0,1,1
Ike,Isabelle,0,0,0
Ike,Jigglypuff,2,0,2
Ike,Joker,0,0,0
Ike,Ken,0,0,0
Ike,King_Dedede,0,0,0
Ike,King_K_Rool,0,0,0
Ike,Kirby,0,0,0
Ike,Link,0,0,0
Ike,Little_Mac,0,0,0
Ike,Lucario,0,2,2
Ike,Lucas,0,0,0
Ike,Lucina,4,4,8
Ike,Luigi,0,0,0
Ike,Mario,0,2,2
Ike,Marth,0,2,2
Ike,Mega_Man,0,0,0
Ike,Meta_Knight,0,0,0
Ike,Mewtwo,0,0,0
Ike,Mii_Brawler,0,0,0
Ike,Mii_Gunner,0,0,0
Ike,Mii_Swordfighter,0,0,0
Ike,Mr_Game_&_Watch,0,0,0
Ike,Ness,2,1,3
Ike,Olimar,9,7,16
Ike,Pac-Man,0,0,0
Ike,Palutena,11,9,20
Ike,Peach,6,6,12
Ike,Pichu,3,0,3
Ike,Pikachu,3,2,5
Ike,Piranha_Plant,0,0,0
Ike,Pit,0,0,0
Ike,Pokemon_Trainer,4,3,7
Ike,ROB,2,3,5
Ike,Richter,0,0,0
Ike,Ridley,0,0,0
Ike,Robin,0,0,0
Ike,Rosalina,0,0,0
Ike,Roy,5,6,11
Ike,Ryu,0,0,0
Ike,Samus,0,0,0
Ike,Sheik,0,0,0
Ike,Shulk,0,0,0
Ike,Simon,0,0,0
Ike,Snake,5,6,11
Ike,Sonic,0,0,0
Ike,Terry,0,0,0
Ike,Toon_Link,0,0,0
Ike,Villager,0,0,0
Ike,Wario,1,2,3
Ike,Wii_Fit_Trainer,0,0,0
Ike,Wolf,0,3,3
Ike,Yoshi,0,0,0
Ike,Young_Link,0,0,0
Ike,Zelda,0,0,0
Ike,Zero_Suit_Samus,1,0,1
Incineroar,Inkling,0,0,0
Incineroar,Isabelle,0,0,0
Incineroar,Jigglypuff,0,0,0
Incineroar,Joker,0,0,0
Incineroar,Ken,0,0,0
Incineroar,King_Dedede,0,0,0
Incineroar,King_K_Rool,0,0,0
Incineroar,Kirby,0,0,0
Incineroar,Link,0,0,0
Incineroar,Little_Mac,0,0,0
Incineroar,Lucario,0,0,0
Incineroar,Lucas,0,0,0
Incineroar,Lucina,0,3,3
Incineroar,Luigi,1,0,1
Incineroar,Mario,0,0,0
