c1,c2,c1_wins,c2_wins,total_games
Incineroar,Marth,0,0,0
Incineroar,Mega_Man,0,0,0
Incineroar,Meta_Knight,0,0,0
Incineroar,Mewtwo,0,0,0
Incineroar,Mii_Brawler,0,0,0
Incineroar,Mii_Gunner,0,0,0
Incineroar,Mii_Swordfighter,0,0,0
Incineroar,Mr_Game_&_Watch,0,0,0
Incineroar,Ness,0,0,0
Incineroar,Olimar,0,0,0
Incineroar,Pac-Man,0,2,2
Incineroar,Palutena,0,0,0
Incineroar,Peach,0,0,0
Incineroar,Pichu,0,1,1
Incineroar,Pikachu,0,0,0
Incineroar,Piranha_Plant,0,0,0
Incineroar,Pit,0,0,0
Incineroar,Pokemon_Trainer,0,2,2
Incineroar,ROB,0,3,3
Incineroar,Richter,0,1,1
Incineroar,Ridley,0,0,0
Incineroar,Robin,0,0,0
Incineroar,Rosalina,0,0,0
Incineroar,Roy,0,0,0
Incineroar,Ryu,0,0,0
Incineroar,Samus,0,0,0
Incineroar,Sheik,0,0,0
Incineroar,Shulk,0,0,0
Incineroar,Simon,0,0,0
Incineroar,Snake,0,0,0
Incineroar,Sonic,0,0,0
Incineroar,Terry,2,0,2
Incineroar,Toon_Link,0,0,0
Incineroar,Villager,0,0,0
Incineroar,Wario,3,0,3
Incineroar,Wii_Fit_Trainer,0,0,0
Incineroar,Wolf,0,0,0
Incineroar,Yoshi,0,0,0
Incineroar,Young_Link,0,0,0
Incineroar,Zelda,0,0,0
Incineroar,Zero_Suit_Samus,1,2,3
Inkling,Isabelle,0,0,0
Inkling,Jigglypuff,0,0,0
Inkling,Joker,8,11,19
Inkling,Ken,0,0,0
Inkling,King_Dedede,0,0,0
Inkling,King_K_Rool,0,0,0
Inkling,Kirby,0,0,0
Inkling,Link,2,3,5
Inkling,Little_Mac,3,0,3
Inkling,Lucario,7,6,13
Inkling,Lucas,0,0,0
Inkling,Lucina,9,8,17
Inkling,Luigi,2,3,5
Inkling,Mario,4,4,8
Inkling,Marth,2,3,5
Inkling,Mega_Man,1,5,6
Inkling,Meta_Knight,0,0,0
Inkling,Mewtwo,2,3,5
Inkling,Mii_Brawler,2,0,2
Inkling,Mii_Gunner,0,0,0
Inkling,Mii_Swordfighter,0,0,0
Inkling,Mr_Game_&_Watch,2,1,3
Inkling,Ness,5,4,9
Inkling,Olimar,8,25,33
Inkling,Pac-Man,3,9,12
Inkling,Palutena,6,5,11
Inkling,Peach,17,19,36
Inkling,Pichu,16,20,36
Inkling,Pikachu,6,9,15
Inkling,Piranha_Plant,2,0,2
Inkling,Pit,0,0,0
Inkling,Pokemon_Trainer,11,6,17
Inkling,ROB,11,11,22
Inkling,Richter,0,0,0
Inkling,Ridley,0,0,0
Inkling,Robin,0,0,0
Inkling,Rosalina,0,2,2
Inkling,Roy,3,1,4
Inkling,Ryu,0,0,0
Inkling,Samus,5,3,8
Inkling,Sheik,0,0,0
Inkling,Shulk,2,1,3
Inkling,Simon,0,0,0
Inkling,Snake,13,3,16
Inkling,Sonic,6,5,11
Inkling,Terry,0,0,0
Inkling,Toon_Link,0,2,2
Inkling,Villager,2,1,3
Inkling,Wario,12,14,26
Inkling,Wii_Fit_Trainer,3,0,3
Inkling,Wolf,12,5,17
Inkling,Yoshi,4,2,6
Inkling,Young_Link,1,3,4
Inkling,Zelda,0,0,0
Inkling,Zero_Suit_Samus,13,8,21
Isabelle,Jigglypuff,0,0,0
Isabelle,Joker,0,0,0
Isabelle,Ken,0,0,0
Isabelle,King_Dedede,0,0,0
Isabelle,King_K_Rool,0,0,0
Isabelle,Kirby,0,0,0
Isabelle,Link,0,0,0
Isabelle,Little_Mac,0,0,0
Isabelle,Lucario,0,0,0
Isabelle,Lucas,0,0,0
Isabelle,Lucina,0,0,0
Isabelle,Luigi,0,0,0
Isabelle,Mario,0,0,0
Isabelle,Marth,0,0,0
Isabelle,Mega_Man,0,0,0
Isabelle,Meta_Knight,0,0,0
Isabelle,Mewtwo,0,0,0
Isabelle,Mii_Brawler,0,0,0
Isabelle,Mii_Gunner,0,0,0
Isabelle,Mii_Swordfighter,0,0,0
Isabelle,Mr_Game_&_Watch,0,1,1
Isabelle,Ness,0,0,0
Isabelle,Olimar,0,0,0
Isabelle,Pac-Man,0,0,0
Isabelle,Palutena,0,1,1
Isabelle,Peach,0,0,0
Isabelle,Pichu,0,0,0
Isabelle,Pikachu,0,0,0
Isabelle,Piranha_Plant,0,0,0
Isabelle,Pit,0,2,2
Isabelle,Pokemon_Trainer,0,0,0
Isabelle,ROB,0,0,0
Isabelle,Richter,0,1,1
Isabelle,Ridley,0,0,0
Isabelle,Robin,0,0,0
Isabelle,Rosalina,0,0,0
Isabelle,Roy,0,0,0
Isabelle,Ryu,0,0,0
Isabelle,Samus,0,0,0
Isabelle,Sheik,0,0,0
Isabelle,Shulk,0,0,0
Isabelle,Simon,0,0,0
Isabelle,Snake,0,0,0
Isabelle,Sonic,0,0,0
Isabelle,Terry,0,0,0
Isabelle,Toon_Link,0,0,0
Isabelle,Villager,0,0,0
Isabelle,Wario,0,0,0
Isabelle,Wii_Fit_Trainer,0,0,0
Isabelle,Wolf,0,0,0
Isabelle,Yoshi,0,0,0
Isabelle,Young_Link,0,0,0
Isabelle,Zelda,0,0,0
Isabelle,Zero_Suit_Samus,0,0,0
Jigglypuff,Joker,0,0,0
Jigglypuff,Ken,2,0,2
Jigglypuff,King_Dedede,0,0,0
Jigglypuff,King_K_Rool,0,0,0
Jigglypuff,Kirby,0,0,0
Jigglypuff,Link,0,0,0
Jigglypuff,Little_Mac,0,0,0
Jigglypuff,Lucario,0,0,0
Jigglypuff,Lucas,0,0,0
Jigglypuff,Lucina,0,0,0
Jigglypuff,Luigi,0,0,0
Jigglypuff,Mario,0,0,0
Jigglypuff,Marth,0,0,0
Jigglypuff,Mega_Man,0,0,0
Jigglypuff,Meta_Knight,0,0,0
Jigglypuff,Mewtwo,0,0,0
Jigglypuff,Mii_Brawler,0,0,0
Jigglypuff,Mii_Gunner,0,0,0
Jigglypuff,Mii_Swordfighter,0,0,0
Jigglypuff,Mr_Game_&_Watch,0,0,0
Jigglypuff,Ness,0,0,0
Jigglypuff,Olimar,0,0,0
Jigglypuff,Pac-Man,0,0,0
Jigglypuff,Palutena,0,0,0
Jigglypuff,Peach,0,0,0
Jigglypuff,Pichu,0,0,0
Jigglypuff,Pikachu,0,0,0
Jigglypuff,Piranha_Plant,0,0,0
Jigglypuff,Pit,0,0,0
Jigglypuff,Pokemon_Trainer,0,0,0
Jigglypuff,ROB,0,0,0
Jigglypuff,Richter,0,0,0
Jigglypuff,Ridley,0,0,0
Jigglypuff,Robin,0,0,0
Jigglypuff,Rosalina,0,0,0
Jigglypuff,Roy,0,0,0
Jigglypuff,Ryu,0,0,0
Jigglypuff,Samus,0,0,0
Jigglypuff,Sheik,0,0,0
Jigglypuff,Shulk,0,0,0
Jigglypuff,Simon,0,0,0
Jigglypuff,Snake,0,0,0
Jigglypuff,Sonic,0,0,0
Jigglypuff,Terry,0,0,0
Jigglypuff,Toon_Link,0,0,0
Jigglypuff,Villager,0,0,0
Jigglypuff,Wario,0,0,0
Jigglypuff,Wii_Fit_Trainer,0,0,0
Jigglypuff,Wolf,0,0,0
Jigglypuff,Yoshi,0,0,0
Jigglypuff,Young_Link,0,0,0
Jigglypuff,Zelda,0,0,0
Jigglypuff,Zero_Suit_Samus,0,0,0
Joker,Ken,1,4,5
Joker,King_Dedede,2,0,2
Joker,King_K_Rool,0,0,0
Joker,Kirby,0,0,0
Joker,Link,2,3,5
Joker,Little_Mac,3,0,3
Joker,Lucario,0,0,0
Joker,Lucas,0,1,1
Joker,Lucina,8,4,12
Joker,Luigi,0,0,0
Joker,Mario,10,5,15
Joker,Marth,0,0,0
Joker,Mega_Man,14,10,24
Joker,Meta_Knight,2,0,2
Joker,Mewtwo,0,0,0
Joker,Mii_Brawler,0,0,0
Joker,Mii_Gunner,2,0,2
Joker,Mii_Swordfighter,0,0,0
Joker,Mr_Game_&_Watch,12,5,17
Joker,Ness,1,0,1
Joker,Olimar,9,16,25
Joker,Pac-Man,11,7,18
Joker,Palutena,18,7,25
Joker,Peach,35,17,52
Joker,Pichu,1,4,5
Joker,Pikachu,6,5,11
Joker,Piranha_Plant,0,0,0
Joker,Pit,0,0,0
Joker,Pokemon_Trainer,20,12,32
Joker,ROB,6,6,12
Joker,Richter,0,0,0
Joker,Ridley,0,0,0
Joker,Robin,0,0,0
Joker,Rosalina,5,2,7
Joker,Roy,4,5,9
Joker,Ryu,1,0,1
Joker,Samus,0,1,1
Joker,Sheik,2,0,2
Joker,Shulk,3,6,9
Joker,Simon,0,0,0
Joker,Snake,9,9,18
Joker,Sonic,5,3,8
Joker,Terry,0,0,0
Joker,Toon_Link,1,5,6
Joker,Villager,0,0,0
Joker,Wario,17,3,20
Joker,Wii_Fit_Trainer,0,0,0
Joker,Wolf,7,9,16
Joker,Yoshi,0,0,0
Joker,Young_Link,3,0,3
Joker,Zelda,1,0,1
Joker,Zero_Suit_Samus,31,16,47
Ken,King_Dedede,0,0,0
Ken,King_K_Rool,0,0,0
Ken,Kirby,0,0,0
Ken,Link,0,0,0
Ken,Little_Mac,0,0,0
Ken,Lucario,0,0,0
Ken,Lucas,0,0,0
Ken,Lucina,0,0,0
Ken,Luigi,0,0,0
Ken,Mario,0,0,0
Ken,Marth,0,0,0
Ken,Mega_Man,0,0,0
Ken,Meta_Knight,0,0,0
Ken,Mewtwo,0,0,0
Ken,Mii_Brawler,0,0,0
Ken,Mii_Gunner,0,0,0
Ken,Mii_Swordfighter,0,0,0
Ken,Mr_Game_&_Watch,0,0,0
Ken,Ness,0,0,0
Ken,Olimar,0,0,0
Ken,Pac-Man,0,0,0
Ken,Palutena,1,5,6
Ken,Peach,0,2,2
Ken,Pichu,0,2,2
Ken,Pikachu,0,0,0
Ken,Piranha_Plant,0,0,0
Ken,Pit,0,0,0
Ken,Pokemon_Trainer,6,4,10
Ken,ROB,0,0,0
Ken,Richter,0,0,0
Ken,Ridley,1,1,2
Ken,Robin,0,3,3
Ken,Rosalina,0,2,2
Ken,Roy,0,0,0
Ken,Ryu,0,0,0
Ken,Samus,0,0,0
Ken,Sheik,0,0,0
Ken,Shulk,0,0,0
Ken,Simon,0,0,0
Ken,Snake,0,0,0
Ken,Sonic,0,0,0
Ken,Terry,0,0,0
Ken,Toon_Link,0,0,0
Ken,Villager,0,0,0
Ken,Wario,3,1,4
Ken,Wii_Fit_Trainer,0,0,0
Ken,Wolf,0,0,0
Ken,Yoshi,0,3,3
Ken,Young_Link,1,1,2
Ken,Zelda,0,0,0
Ken,Zero_Suit_Samus,0,0,0
King_Dedede,King_K_Rool,0,0,0
King_Dedede,Kirby,0,0,0
King_Dedede,Link,2,3,5
King_Dedede,Little_Mac,0,0,0
King_Dedede,Lucario,0,2,2
King_Dedede,Lucas,0,0,0
King_Dedede,Lucina,0,0,0
King_Dedede,Luigi,0,0,0
King_Dedede,Mario,0,0,0
King_Dedede,Marth,0,0,0
King_Dedede,Mega_Man,0,0,0
King_Dedede,Meta_Knight,0,0,0
King_Dedede,Mewtwo,0,0,0
King_Dedede,Mii_Brawler,0,0,0
King_Dedede,Mii_Gunner,0,0,0
King_Dedede,Mii_Swordfighter,0,0,0
King_Dedede,Mr_Game_&_Watch,0,0,0
King_Dedede,Ness,0,0,0
King_Dedede,Olimar,1,3,4
King_Dedede,Pac-Man,0,0,0
King_Dedede,Palutena,3,2,5
King_Dedede,Peach,0,0,0
King_Dedede,Pichu,2,3,5
King_Dedede,Pikachu,0,2,2
King_Dedede,Piranha_Plant,1,2,3
King_Dedede,Pit,0,0,0
King_Dedede,Pokemon_Trainer,0,0,0
King_Dedede,ROB,2,1,3
King_Dedede,Richter,0,0,0
King_Dedede,Ridley,0,0,0
King_Dedede,Robin,0,0,0
King_Dedede,Rosalina,1,2,3
King_Dedede,Roy,0,0,0
King_Dedede,Ryu,0,0,0
King_Dedede,Samus,0,0,0
King_Dedede,Sheik,0,0,0
King_Dedede,Shulk,0,0,0
King_Dedede,Simon,0,0,0
King_Dedede,Snake,4,4,8
King_Dedede,Sonic,0,0,0
King_Dedede,Terry,0,0,0
King_Dedede,Toon_Link,1,2,3
King_Dedede,Villager,1,1,2
King_Dedede,Wario,0,0,0
King_Dedede,Wii_Fit_Trainer,0,0,0
King_Dedede,Wolf,0,3,3
King_Dedede,Yoshi,0,0,0
King_Dedede,Young_Link,0,0,0
King_Dedede,Zelda,0,0,0
King_Dedede,Zero_Suit_Samus,0,0,0
King_K_Rool,Kirby,0,0,0
King_K_Rool,Link,0,0,0
King_K_Rool,Little_Mac,0,0,0
King_K_Rool,Lucario,0,0,0
King_K_Rool,Lucas,0,0,0
King_K_Rool,Lucina,0,0,0
King_K_Rool,Luigi,0,0,0
King_K_Rool,Mario,0,0,0
King_K_Rool,Marth,0,0,0
King_K_Rool,Mega_Man,0,0,0
King_K_Rool,Meta_Knight,0,0,0
King_K_Rool,Mewtwo,0,0,0
King_K_Rool,Mii_Brawler,0,0,0
King_K_Rool,Mii_Gunner,0,0,0
King_K_Rool,Mii_Swordfighter,0,0,0
King_K_Rool,Mr_Game_&_Watch,0,0,0
King_K_Rool,Ness,0,0,0
King_K_Rool,Olimar,0,0,0
King_K_Rool,Pac-Man,0,0,0
King_K_Rool,Palutena,0,2,2
King_K_Rool,Peach,0,0,0
King_K_Rool,Pichu,0,0,0
King_K_Rool,Pikachu,0,0,0
King_K_Rool,Piranha_Plant,0,0,0
King_K_Rool,Pit,0,0,0
King_K_Rool,Pokemon_Trainer,0,0,0
King_K_Rool,ROB,0,0,0
King_K_Rool,Richter,0,0,0
King_K_Rool,Ridley,0,0,0
King_K_Rool,Robin,0,0,0
King_K_Rool,Rosalina,0,0,0
King_K_Rool,Roy,1,1,2
King_K_Rool,Ryu,0,0,0
King_K_Rool,Samus,0,0,0
King_K_Rool,Sheik,0,0,0
King_K_Rool,Shulk,0,0,0
King_K_Rool,Simon,0,0,0
King_K_Rool,Snake,0,0,0
King_K_Rool,Sonic,0,0,0
King_K_Rool,Terry,0,0,0
King_K_Rool,Toon_Link,0,0,0
King_K_Rool,Villager,0,0,0
King_K_Rool,Wario,0,0,0
King_K_Rool,Wii_Fit_Trainer,0,2,2
King_K_Rool,Wolf,0,2,2
King_K_Rool,Yoshi,0,0,0
King_K_Rool,Young_Link,0,0,0
King_K_Rool,Zelda,0,0,0
King_K_Rool,Zero_Suit_Samus,0,0,0
Kirby,Link,0,0,0
Kirby,Little_Mac,0,0,0
Kirby,Lucario,0,0,0
Kirby,Lucas,0,0,0
Kirby,Lucina,0,0,0
Kirby,Luigi,0,0,0
Kirby,Mario,0,0,0
Kirby,Marth,0,0,0
Kirby,Mega_Man,0,0,0
Kirby,Meta_Knight,0,0,0
Kirby,Mewtwo,0,0,0
Kirby,Mii_Brawler,0,0,0
Kirby,Mii_Gunner,0,0,0
Kirby,Mii_Swordfighter,0,0,0
Kirby,Mr_Game_&_Watch,0,0,0
Kirby,Ness,0,0,0
Kirby,Olimar,0,2,2
Kirby,Pac-Man,0,0,0
Kirby,Palutena,0,0,0
Kirby,Peach,0,0,0
Kirby,Pichu,0,0,0
Kirby,Pikachu,0,0,0
Kirby,Piranha_Plant,1,3,4
Kirby,Pit,0,0,0
Kirby,Pokemon_Trainer,2,1,3
Kirby,ROB,0,0,0
Kirby,Richter,0,0,0
Kirby,Ridley,0,0,0
Kirby,Robin,0,0,0
Kirby,Rosalina,0,0,0
Kirby,Roy,0,0,0
Kirby,Ryu,0,0,0
Kirby,Samus,0,0,0
Kirby,Sheik,0,0,0
Kirby,Shulk,0,0,0
Kirby,Simon,0,0,0
Kirby,Snake,0,0,0
Kirby,Sonic,0,0,0
Kirby,Terry,0,0,0
Kirby,Toon_Link,0,0,0
Kirby,Villager,0,0,0
Kirby,Wario,0,0,0
Kirby,Wii_Fit_Trainer,0,0,0
Kirby,Wolf,0,0,0
Kirby,Yoshi,0,0,0
Kirby,Young_Link,0,0,0
Kirby,Zelda,0,0,0
Kirby,Zero_Suit_Samus,0,0,0
Link,Little_Mac,0,0,0
Link,Lucario,0,3,3
Link,Lucas,0,0,0
Link,Lucina,1,3,4
Link,Luigi,2,1,3
Link,Mario,0,0,0
Link,Marth,2,0,2
Link,Mega_Man,2,3,5
Link,Meta_Knight,0,0,0
Link,Mewtwo,0,0,0
Link,Mii_Brawler,0,0,0
Link,Mii_Gunner,0,0,0
Link,Mii_Swordfighter,0,0,0
Link,Mr_Game_&_Watch,0,0,0
Link,Ness,0,3,3
Link,Olimar,0,0,0
Link,Pac-Man,1,2,3
Link,Palutena,0,3,3
Link,Peach,5,10,15
Link,Pichu,2,0,2
Link,Pikachu,1,2,3
Link,Piranha_Plant,0,0,0
Link,Pit,0,0,0
Link,Pokemon_Trainer,0,0,0
Link,ROB,1,2,3
Link,Richter,0,0,0
Link,Ridley,1,3,4
Link,Robin,0,0,0
Link,Rosalina,4,7,11
Link,Roy,0,1,1
Link,Ryu,0,0,0
Link,Samus,0,0,0
Link,Sheik,0,0,0
Link,Shulk,1,2,3
Link,Simon,0,0,0
Link,Snake,1,5,6
Link,Sonic,0,2,2
Link,Terry,0,0,0
Link,Toon_Link,2,3,5
Link,Villager,0,0,0
Link,Wario,2,3,5
Link,Wii_Fit_Trainer,0,0,0
Link,Wolf,0,0,0
Link,Yoshi,1,2,3
Link,Young_Link,0,0,0
Link,Zelda,0,0,0
Link,Zero_Suit_Samus,9,1,10
Little_Mac,Lucario,0,0,0
Little_Mac,Lucas,0,0,0
Little_Mac,Lucina,0,0,0
Little_Mac,Luigi,0,0,0
Little_Mac,Mario,0,0,0
Little_Mac,Marth,0,0,0
Little_Mac,Mega_Man,0,0,0
Little_Mac,Meta_Knight,0,0,0
Little_Mac,Mewtwo,0,2,2
Little_Mac,Mii_Brawler,0,0,0
Little_Mac,Mii_Gunner,0,0,0
Little_Mac,Mii_Swordfighter,0,0,0
Little_Mac,Mr_Game_&_Watch,0,0,0
Little_Mac,Ness,0,0,0
Little_Mac,Olimar,0,0,0
Little_Mac,Pac-Man,0,0,0
Little_Mac,Palutena,2,0,2
Little_Mac,Peach,0,0,0
Little_Mac,Pichu,3,0,3
Little_Mac,Pikachu,0,0,0
Little_Mac,Piranha_Plant,0,0,0
Little_Mac,Pit,0,0,0
Little_Mac,Pokemon_Trainer,0,0,0
Little_Mac,ROB,0,0,0
Little_Mac,Richter,0,0,0
Little_Mac,Ridley,0,0,0
Little_Mac,Robin,0,0,0
Little_Mac,Rosalina,0,0,0
Little_Mac,Roy,0,0,0
Little_Mac,Ryu,1,2,3
Little_Mac,Samus,0,2,2
Little_Mac,Sheik,0,0,0
Little_Mac,Shulk,0,0,0
Little_Mac,Simon,0,0,0
Little_Mac,Snake,1,2,3
Little_Mac,Sonic,0,0,0
Little_Mac,Terry,0,0,0
Little_Mac,Toon_Link,0,0,0
Little_Mac,Villager,0,0,0
Little_Mac,Wario,0,0,0
Little_Mac,Wii_Fit_Trainer,0,0,0
Little_Mac,Wolf,1,3,4
Little_Mac,Yoshi,2,1,3
Little_Mac,Young_Link,0,0,0
Little_Mac,Zelda,0,0,0
Little_Mac,Zero_Suit_Samus,0,2,2
Lucario,Lucas,0,0,0
Lucario,Lucina,3,6,9
Lucario,Luigi,0,0,0
Lucario,Mario,0,0,0
Lucario,Marth,0,0,0
Lucario,Mega_Man,0,0,0
Lucario,Meta_Knight,0,0,0
Lucario,Mewtwo,0,0,0
Lucario,Mii_Brawler,0,0,0
Lucario,Mii_Gunner,0,0,0
Lucario,Mii_Swordfighter,0,0,0
Lucario,Mr_Game_&_Watch,0,0,0
Lucario,Ness,1,3,4
Lucario,Olimar,0,0,0
Lucario,Pac-Man,0,0,0
Lucario,Palutena,4,4,8
Lucario,Peach,0,0,0
Lucario,Pichu,0,0,0
Lucario,Pikachu,0,0,0
Lucario,Piranha_Plant,0,0,0
Lucario,Pit,0,0,0
Lucario,Pokemon_Trainer,0,0,0
Lucario,ROB,0,1,1
Lucario,Richter,0,0,0
Lucario,Ridley,1,1,2
Lucario,Robin,0,0,0
Lucario,Rosalina,0,0,0
Lucario,Roy,0,0,0
Lucario,Ryu,0,0,0
Lucario,Samus,0,0,0
Lucario,Sheik,0,0,0
Lucario,Shulk,0,0,0
Lucario,Simon,0,0,0
Lucario,Snake,2,0,2
Lucario,Sonic,1,2,3
Lucario,Terry,0,0,0
Lucario,Toon_Link,0,0,0
Lucario,Villager,0,0,0
Lucario,Wario,1,3,4
Lucario,Wii_Fit_Trainer,0,0,0
Lucario,Wolf,5,1,6
Lucario,Yoshi,0,0,0
Lucario,Young_Link,0,0,0
Lucario,Zelda,0,0,0
Lucario,Zero_Suit_Samus,1,4,5
Lucas,Lucina,0,0,0
Lucas,Luigi,0,0,0
Lucas,Mario,0,0,0
Lucas,Marth,0,0,0
Lucas,Mega_Man,0,0,0
Lucas,Meta_Knight,0,0,0
Lucas,Mewtwo,0,0,0
Lucas,Mii_Brawler,0,0,0
Lucas,Mii_Gunner,0,0,0
Lucas,Mii_Swordfighter,0,0,0
Lucas,Mr_Game_&_Watch,0,0,0
Lucas,Ness,0,0,0
Lucas,Olimar,0,0,0
Lucas,Pac-Man,0,0,0
Lucas,Palutena,0,0,0
Lucas,Peach,0,0,0
Lucas,Pichu,0,0,0
Lucas,Pikachu,0,0,0
Lucas,Piranha_Plant,0,0,0
Lucas,Pit,0,0,0
Lucas,Pokemon_Trainer,0,3,3
Lucas,ROB,2,1,3
Lucas,Richter,0,0,0
Lucas,Ridley,0,0,0
Lucas,Robin,0,0,0
Lucas,Rosalina,0,0,0
Lucas,Roy,0,0,0
Lucas,Ryu,0,0,0
Lucas,Samus,0,0,0
Lucas,Sheik,0,0,0
Lucas,Shulk,2,0,2
Lucas,Simon,0,0,0
Lucas,Snake,0,0,0
Lucas,Sonic,0,0,0
Lucas,Terry,0,0,0
Lucas,Toon_Link,0,0,0
Lucas,Villager,0,0,0
Lucas,Wario,0,0,0
Lucas,Wii_Fit_Trainer,0,0,0
Lucas,Wolf,2,1,3
Lucas,Yoshi,0,2,2
Lucas,Young_Link,0,0,0
Lucas,Zelda,0,0,0
Lucas,Zero_Suit_Samus,0,0,0
Lucina,Luigi,0,0,0
Lucina,Mario,1,3,4
Lucina,Marth,0,0,0
Lucina,Mega_Man,10,5,15
Lucina,Meta_Knight,3,4,7
Lucina,Mewtwo,1,3,4
Lucina,Mii_Brawler,0,0,0
Lucina,Mii_Gunner,0,2,2
Lucina,Mii_Swordfighter,0,0,0
Lucina,Mr_Game_&_Watch,0,0,0
Lucina,Ness,1,2,3
Lucina,Olimar,12,16,28
Lucina,Pac-Man,3,1,4
Lucina,Palutena,8,9,17
Lucina,Peach,10,20,30
Lucina,Pichu,16,11,27
Lucina,Pikachu,4,5,9
Lucina,Piranha_Plant,0,0,0
Lucina,Pit,0,0,0
Lucina,Pokemon_Trainer,4,3,7
Lucina,ROB,8,8,16
Lucina,Richter,0,3,3
Lucina,Ridley,0,0,0
Lucina,Robin,0,0,0
Lucina,Rosalina,2,2,4
Lucina,Roy,0,0,0
Lucina,Ryu,2,1,3
Lucina,Samus,0,0,0
Lucina,Sheik,5,2,7
Lucina,Shulk,0,0,0
Lucina,Simon,0,0,0
Lucina,Snake,5,12,17
Lucina,Sonic,1,5,6
Lucina,Terry,0,0,0
Lucina,Toon_Link,3,0,3
Lucina,Villager,2,1,3
Lucina,Wario,8,19,27
Lucina,Wii_Fit_Trainer,3,2,5
Lucina,Wolf,9,9,18
Lucina,Yoshi,4,4,8
Lucina,Young_Link,5,2,7
Lucina,Zelda,6,2,8
Lucina,Zero_Suit_Samus,5,3,8
Luigi,Mario,2,1,3
Luigi,Marth,0,0,0
Luigi,Mega_Man,0,3,3
Luigi,Meta_Knight,0,0,0
Luigi,Mewtwo,0,0,0
Luigi,Mii_Brawler,0,0,0
Luigi,Mii_Gunner,0,0,0
Luigi,Mii_Swordfighter,0,0,0
Luigi,Mr_Game_&_Watch,0,0,0
Luigi,Ness,0,0,0
Luigi,Olimar,1,2,3
Luigi,Pac-Man,0,0,0
Luigi,Palutena,0,0,0
Luigi,Peach,5,2,7
Luigi,Pichu,0,3,3
Luigi,Pikachu,2,0,2
Luigi,Piranha_Plant,0,0,0
Luigi,Pit,0,0,0
Luigi,Pokemon_Trainer,3,2,5
Luigi,ROB,0,0,0
Luigi,Richter,0,0,0
Luigi,Ridley,0,0,0
Luigi,Robin,0,0,0
Luigi,Rosalina,1,3,4
Luigi,Roy,0,3,3
Luigi,Ryu,0,0,0
Luigi,Samus,0,0,0
Luigi,Sheik,0,0,0
Luigi,Shulk,0,0,0
Luigi,Simon,0,0,0
Luigi,Snake,0,0,0
Luigi,Sonic,0,0,0
Luigi,Terry,0,0,0
Luigi,Toon_Link,0,0,0
Luigi,Villager,0,0,0
Luigi,Wario,0,0,0
Luigi,Wii_Fit_Trainer,0,0,0
Luigi,Wolf,3,1,4
Luigi,Yoshi,0,0,0
Luigi,Young_Link,0,0,0
Luigi,Zelda,0,0,0
Luigi,Zero_Suit_Samus,3,10,13
Mario,Marth,0,0,0
Mario,Mega_Man,3,5,8
Mario,Meta_Knight,0,0,0
Mario,Mewtwo,0,0,0
Mario,Mii_Brawler,0,0,0
Mario,Mii_Gunner,0,0,0
Mario,Mii_Swordfighter,0,0,0
Mario,Mr_Game_&_Watch,0,0,0
Mario,Ness,6,4,10
Mario,Olimar,6,8,14
Mario,Pac-Man,0,0,0
Mario,Palutena,2,9,11
Mario,Peach,6,12,18
Mario,Pichu,1,8,9
Mario,Pikachu,0,3,3
Mario,Piranha_Plant,0,0,0
Mario,Pit,0,0,0
Mario,Pokemon_Trainer,1,1,2
Mario,ROB,6,7,13
Mario,Richter,2,3,5
Mario,Ridley,1,1,2
Mario,Robin,3,1,4
Mario,Rosalina,2,4,6
Mario,Roy,6,2,8
Mario,Ryu,0,0,0
Mario,Samus,0,0,0
Mario,Sheik,2,0,2
Mario,Shulk,3,1,4
Mario,Simon,0,0,0
Mario,Snake,8,13,21
Mario,Sonic,4,2,6
Mario,Terry,0,0,0
Mario,Toon_Link,0,0,0
Mario,Villager,0,2,2
Mario,Wario,3,9,12
Mario,Wii_Fit_Trainer,1,1,2
Mario,Wolf,17,13,30
Mario,Yoshi,4,6,10
Mario,Young_Link,0,0,0
Mario,Zelda,0,0,0
Mario,Zero_Suit_Samus,4,18,22
Marth,Mega_Man,0,0,0
Marth,Meta_Knight,0,0,0
Marth,Mewtwo,0,0,0
Marth,Mii_Brawler,0,0,0
Marth,Mii_Gunner,0,0,0
Marth,Mii_Swordfighter,0,0,0
Marth,Mr_Game_&_Watch,2,2,4
Marth,Ness,0,0,0
Marth,Olimar,2,0,2
Marth,Pac-Man,0,0,0
Marth,Palutena,0,1,1
Marth,Peach,1,2,3
Marth,Pichu,1,2,3
Marth,Pikachu,2,3,5
Marth,Piranha_Plant,3,0,3
Marth,Pit,0,0,0
Marth,Pokemon_Trainer,0,0,0
Marth,ROB,0,0,0
Marth,Richter,0,0,0
Marth,Ridley,0,0,0
Marth,Robin,0,0,0
Marth,Rosalina,0,0,0
Marth,Roy,0,0,0
Marth,Ryu,0,0,0
Marth,Samus,0,0,0
Marth,Sheik,0,0,0
Marth,Shulk,0,0,0
Marth,Simon,0,0,0
Marth,Snake,0,0,0
Marth,Sonic,0,0,0
Marth,Terry,0,0,0
Marth,Toon_Link,0,0,0
Marth,Villager,0,0,0
Marth,Wario,0,3,3
Marth,Wii_Fit_Trainer,0,0,0
Marth,Wolf,0,0,0
Marth,Yoshi,0,0,0
Marth,Young_Link,0,0,0
Marth,Zelda,0,0,0
Marth,Zero_Suit_Samus,3,0,3
